PDB_ID	RELEASE_DATE	INITIAL_SPLIT	STRICT_RANK1_RMSD_ANGSTROM	SELECTION_STATUS	FINAL_SPLIT	FINAL_STATUS	EXCLUSION_REASON	RNA_CHAIN_ID	TARGET_DIRECTORY
5U3G	2017-02-01	train	0.633	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/5u3g
5UED	2017-07-05	train	0.584	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5UEE	2017-07-05	train	0.336	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5UEF	2017-07-05	train	0.338	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5UEG	2017-07-05	train	2.161	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5UF3	2017-05-31	train	3.688	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5uf3
5UNE	2017-03-29	train	0.936	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5UX3	2018-02-21	train	0.259	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5UZ6	2018-02-21	train	23.109	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
5UZA	2018-02-28	train	0.419	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/5uza
5UZT	2017-05-10	train	6.178	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5uzt
5V0H	2017-03-08	train	0.474	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5V0J	2017-03-08	train	0.352	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5V0K	2017-03-08	train	10.982	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5v0k
5V0O	2018-02-21	train	0.487	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5V16	2017-07-12	train	11.306	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5v16
5V17	2017-07-12	train	8.968	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5v17
5V1K	2017-06-21	train	1.139	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5V1L	2017-06-14	train	14.799	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5V2H	2017-06-14	train	1.346	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5V2R	2017-07-26	train	6.863	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5V3F	2017-05-24	train	0.644	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5V3I	2017-07-05	train	5.334	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5v3i
5V9Z	2018-02-21	train	0.389	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5VCF	2018-02-21	train	0.282	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5VCI	2018-02-21	train	0.282	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5VGW	2018-02-21	train	0.315	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5VH7	2017-06-28	train	3.019	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5VH8	2017-06-28	train	3.79	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5VJ9	2017-06-28	train	10.868	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5VJB	2017-06-28	train	10.874	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5VR4	2017-10-04	train	9.086	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5WQ1	2017-07-05	train	1.298	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5wq1
5XI1	2018-08-08	train	1.757	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5XWG	2017-10-11	train	12.32	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5xwg
5XZ1	2018-07-18	train	18.229	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5Z1H	2018-05-30	train	1.767	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5Z1I	2018-05-30	train	18.635	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 18.635 A > 15 A	A	
5Z71	2019-01-30	train	2.517	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5ZEG	2018-03-21	train	24.046	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
5ZEI	2018-03-21	train	0.141	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5ZEJ	2018-03-21	train	0.221	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5ZEM	2018-03-21	train	1.127	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6AAS	2019-06-05	train	0.926	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6aas
6AAU	2019-06-05	train	2.543	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6aau
6AZ4	2018-02-21	train	0.243	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6BFB	2018-02-21	train	0.515	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6BG9	2018-02-21	train	1.598	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6BGB	2017-12-06	train	12.392	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
6BJX	2018-07-04	train	29.09	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6BMD	2018-02-21	train	22.114	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
6BY4	2018-06-13	train	0.919	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6by4
6BY5	2018-06-13	train	1.46	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6by5
6C27	2019-01-09	train	24.996	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C63	2018-08-08	train	17.729	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
6C64	2018-08-08	train	12.198	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
6C65	2018-08-08	train	16.309	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
6C8D	2018-05-30	train	0.251	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C8E	2018-05-30	train	0.255	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C8I	2018-05-30	train	0.584	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C8J	2018-05-30	train	0.15	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C8K	2018-05-30	train	0.311	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C8L	2018-05-30	train	0.348	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C8M	2018-05-30	train	0.377	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C8N	2018-05-30	train	0.24	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6C8O	2018-05-30	train	0.225	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CAB	2018-05-30	train	0.225	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CB3	2018-06-13	train	1.851	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CC1	2018-06-13	train	2.183	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CC3	2018-06-13	train	28.764	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CHR	2018-11-21	train	5.049	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CIH	2018-11-21	train	4.172	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CK4	2018-06-20	train	28.651	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6CK5	2018-06-20	train	28.733	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CU1	2018-10-31	train	2.475	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6cu1
6CXZ	2018-08-29	train	0.14	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CY0	2018-08-29	train	17.744	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
6CY2	2018-08-29	train	1.581	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6CY4	2018-08-29	train	14.075	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
6D3P	2018-06-20	train	1.028	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6d3p
6D8L	2018-07-18	train	29.178	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6D8M	2018-07-04	train	30.019	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6D8N	2018-07-18	train	29.268	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6D8O	2018-07-04	train	29.655	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6DLQ	2018-11-14	train	1.017	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6dlq
6DLR	2018-11-14	train	0.889	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6dlr
6DLS	2018-11-14	train	0.64	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6dls
6DLT	2018-11-14	train	0.95	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6dlt
6DMC	2018-11-14	train	19.833	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6DMD	2018-11-14	train	19.898	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6DME	2018-11-14	train	0.953	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6dme
6DN1	2018-09-05	train	0.219	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6DN2	2018-09-05	train	0.471	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6DN3	2018-09-05	train	0.551	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6DNR	2018-11-14	train	2.116	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6dnr
6DVK	2019-06-26	train	2.949	SELECTED	train	KEPT		H	/storage9920/home/tinghao.xia/Data_V1/train/6dvk
6E1S	2019-04-10	train	0.324	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e1s
6E1T	2019-04-10	train	0.269	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e1t
6E1U	2019-04-10	train	0.376	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e1u
6E1V	2019-04-10	train	0.235	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e1v
6E1W	2019-04-10	train	0.389	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e1w
6E7L	2019-07-31	train	19.04	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 19.04 A > 15 A	A	
6E80	2019-07-31	train	1.91	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e80
6E81	2019-07-31	train	0.621	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e81
6E82	2019-07-31	train	0.622	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e82
6E84	2019-07-31	train	0.764	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6e84
6E8S	2019-04-17	train	10.894	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6E8T	2019-04-17	train	18.171	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6E8U	2019-04-17	train	0.496	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/6e8u
6EZ0	2018-01-03	train	3.433	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6ez0
6FZ0	2018-07-04	train	2.742	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6fz0
6G7Z	2018-12-05	train	1.318	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6GE1	2018-10-31	train	2.944	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6GYV	2018-08-22	train	1.474	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6gyv
6GZK	2019-07-17	train	5.909	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6gzk
6GZR	2019-07-17	train	6.142	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6gzr
6H0R	2019-04-17	train	8.459	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6HAG	2019-01-09	train	3.465	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6hag
6HBT	2019-02-20	train	0.173	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6hbt
6HBX	2019-02-20	train	0.186	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6hbx
6HC5	2019-02-20	train	0.167	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6hc5
6HMI	2019-08-14	train	1.591	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6HMO	2019-08-14	train	2.888	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6HU6	2018-11-21	train	0.234	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6HYK	2019-04-24	train	4.013	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6hyk
6I1V	2019-11-20	train	0.866	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6I1W	2019-11-20	train	0.875	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6IA2	2019-03-27	train	0.449	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6IZP	2019-12-25	train	9.57	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6izp
6JBF	2020-01-29	train	15.655	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6JBG	2020-01-29	train	15.778	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6JJH	2020-02-26	train	1.674	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/6jjh
6JJI	2020-02-26	train	1.386	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/6jji
6JQ5	2019-06-12	train	20.707	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6JQ6	2019-06-12	train	14.293	SELECTED	train	KEPT		U	/storage9920/home/tinghao.xia/Data_V1/train/6jq6
6JXM	2019-08-21	train	4.592	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/6jxm
6K84	2020-04-01	train	11.868	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6k84
6L0Y	2020-09-30	train	30.027	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6MCI	2018-10-31	train	6.822	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6mci
6MJ0	2019-01-09	train	32.584	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6MXQ	2020-05-06	train	16.583	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 16.583 A > 15 A	A	
6N2V	2019-10-02	train	38.549	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6N5K	2019-11-27	train	0.363	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6n5k
6N5N	2019-11-27	train	0.457	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6n5n
6N5O	2019-11-27	train	0.812	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6n5o
6N5P	2019-11-27	train	0.625	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6n5p
6N5Q	2019-11-27	train	0.497	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6n5q
6N5S	2019-11-27	train	0.475	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6n5s
6N5T	2019-11-27	train	0.344	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6n5t
6N8F	2019-02-13	train	3.535	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6N8H	2019-02-13	train	3.479	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6N8I	2019-02-13	train	3.002	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6NOA	2020-07-22	train	3.652	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6noa
6OD9	2019-07-17	train	23.465	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6OL3	2019-07-03	train	19.068	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 19.068 A > 15 A	C	
6OWL	2020-02-26	train	12.474	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
6P2H	2019-10-23	train	0.239	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6p2h
6PK9	2020-07-01	train	3.575	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6pk9
6PMO	2019-11-20	train	2.9	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6POM	2019-11-20	train	3.222	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6PQ7	2019-07-31	train	0.311	SELECTED	train	KEPT		C	/storage9920/home/tinghao.xia/Data_V1/train/6pq7
6PRV	2020-01-08	train	24.278	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6Q57	2019-12-18	train	0.584	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6q57
6Q8V	2019-07-03	train	1.721	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6q8v
6QIQ	2019-09-25	train	0.711	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6QIR	2019-09-25	train	11.708	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6QIS	2019-09-25	train	21.32	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
6QIT	2019-09-25	train	12.284	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
6QIV	2019-09-25	train	4.727	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6qiv
6QN3	2019-06-12	train	1.05	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6QYZ	2019-06-12	train	3.648	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=5; required exactly 1		
6R47	2019-07-03	train	0.259	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6SVS	2020-01-01	train	27.802	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6T3K	2020-05-13	train	0.854	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
6T3N	2020-05-13	train	1.159	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/6t3n
